title,original_language,genre_list,director_name,release_year,release_date,status,runtime_minutes,is_adult,budget_tier,runtime_bucket,language_group,language_name
L'Eclisse,it,"Drama,Romance",Michelangelo Antonioni,1962,1962-04-13,Released,126,false,1. Micro (<$1M),3. 120-150 min,Non-English,Italian
Shattered Lives,en,"Horror,Thriller",Carl Lindbergh,2009,2009-01-01,Released,88,false,1. Micro (<$1M),1. Under 90 min,English,English
The Ice Age Adventures of Buck Wild,en,"Adventure,Animation,Comedy,Family",John C. Donkin,2022,2022-01-28,Released,82,false,1. Micro (<$1M),1. Under 90 min,English,English
Elevation,en,"Action,Thriller,Science Fiction",George Nolfi,2024,2024-11-07,Released,91,false,3. Mid ($15-75M),2. 90-120 min,English,English
Roofman,en,"Drama,Comedy,Crime",Derek Cianfrance,2025,2025-10-08,Released,126,false,3. Mid ($15-75M),3. 120-150 min,English,English
The Gang That Sold America,it,"Comedy,Crime",Bruno Corbucci,1979,1979-03-01,Released,87,false,1. Micro (<$1M),1. Under 90 min,Non-English,Italian
Africa,en,"Animation,Music",William Nolan,1930,1930-12-01,Released,6,false,1. Micro (<$1M),1. Under 90 min,English,English
Deadly Pickup,en,Thriller,Dean McKendrick,2016,2016-07-26,Released,81,false,1. Micro (<$1M),1. Under 90 min,English,English
The Invisible Man,en,"Horror,Thriller,Science Fiction",Leigh Whannell,2020,2020-02-26,Released,124,false,2. Low ($1-15M),3. 120-150 min,English,English
John Wick: Chapter 4,en,"Action,Thriller,Crime",Chad Stahelski,2023,2023-03-22,Released,170,false,4. High ($75-150M),4. 150-180 min,English,English
Mount Adams,en,"Adventure,Action,Science Fiction",Phillip Wade,2021,2021-07-21,Released,94,false,1. Micro (<$1M),2. 90-120 min,English,English
Twilight of the Warriors: Walled In,cn,"Action,Thriller,Crime",Soi Cheang,2024,2024-05-01,Released,125,false,3. Mid ($15-75M),3. 120-150 min,Non-English,Other
Christy,en,"Drama,History",David Michôd,2025,2025-11-06,Released,135,false,3. Mid ($15-75M),3. 120-150 min,English,English
Seven Samurai,ja,"Drama,Action",Akira Kurosawa,1954,1954-04-26,Released,207,false,2. Low ($1-15M),5. 180+ min,Non-English,Japanese
Meet the Parents,en,"Comedy,Romance",Jay Roach,2000,2000-10-06,Released,108,false,3. Mid ($15-75M),2. 90-120 min,English,English
Nacho Libre,en,Comedy,Jared Hess,2006,2006-06-16,Released,92,false,3. Mid ($15-75M),2. 90-120 min,English,English
Amália,pt,"Drama,Music",Carlos Coelho da Silva,2008,2008-12-04,Released,127,false,2. Low ($1-15M),3. 120-150 min,Non-English,Other
Shoreditch,en,"Drama,Mystery,Romance",Malcolm Needs,2003,2003-11-28,Released,101,false,1. Micro (<$1M),2. 90-120 min,English,English
Metello,it,Drama,Mauro Bolognini,1970,1970-03-10,Released,107,false,1. Micro (<$1M),2. 90-120 min,Non-English,Italian
Bunion,en,"Comedy,Romance",Jessica Sanders,2014,2014-03-16,Released,8,false,1. Micro (<$1M),1. Under 90 min,English,English
Blackmail,ro,"Comedy,Thriller,Crime",Geo Saizescu,1981,1981-02-23,Released,96,false,1. Micro (<$1M),2. 90-120 min,Non-English,Other
Miss Sloane,en,"Drama,Thriller,Crime",John Madden,2016,2016-11-25,Released,133,false,2. Low ($1-15M),3. 120-150 min,English,English
Gifted,en,"Drama,Comedy",Marc Webb,2017,2017-04-07,Released,101,false,2. Low ($1-15M),2. 90-120 min,English,English
The Legend of Hei,zh,"Fantasy,Animation,Action",MTJJ,2019,2019-08-27,Released,102,false,1. Micro (<$1M),2. 90-120 min,Non-English,Other
DOORS,ja,"",倉持裕,2021,2021-05-16,Released,0,false,1. Micro (<$1M),1. Under 90 min,Non-English,Japanese
Taxi,fr,"Adventure,Action,Comedy,Crime",Gérard Pirès,1998,1998-04-08,Released,86,false,2. Low ($1-15M),1. Under 90 min,Non-English,French
EverAfter,en,"Drama,Comedy,Romance",Andy Tennant,1998,1998-07-31,Released,121,false,3. Mid ($15-75M),3. 120-150 min,English,English
Barbie Mariposa,en,"Fantasy,Animation,Family",Conrad Helten,2008,2008-02-26,Released,75,false,1. Micro (<$1M),1. Under 90 min,English,English
Dilwale Dulhania Le Jayenge,hi,"Drama,Comedy,Romance",Aditya Chopra,1995,1995-10-20,Released,190,false,2. Low ($1-15M),5. 180+ min,Non-English,Hindi
"Crazy, Stupid, Love.",en,"Drama,Comedy,Romance",John Requa,2011,2011-07-29,Released,118,false,3. Mid ($15-75M),2. 90-120 min,English,English
Junior Prom,en,"Comedy,Music",Arthur Dreifuss,1946,1946-05-11,Released,69,false,1. Micro (<$1M),1. Under 90 min,English,English
3 Geezers!,en,Comedy,Michelle Schumacher,2013,2013-05-22,Released,81,false,1. Micro (<$1M),1. Under 90 min,English,English
A New Home,sl,Comedy,Žiga Virc,2016,2016-10-03,Released,14,false,1. Micro (<$1M),1. Under 90 min,Non-English,Other
Die Zauberflöte,de,"Comedy,Music,Family",Peter Ustinov,1971,1971-12-01,Released,0,false,1. Micro (<$1M),1. Under 90 min,Non-English,German
Luís,pt,Drama,João Lopes,2012,2012-09-01,Released,28,false,1. Micro (<$1M),1. Under 90 min,Non-English,Other
Rocketman,en,"Drama,Music",Dexter Fletcher,2019,2019-05-17,Released,121,false,3. Mid ($15-75M),3. 120-150 min,English,English
Komedianter,sv,Drama,Björn Melander,1987,1987-11-24,Released,190,false,1. Micro (<$1M),5. 180+ min,Non-English,Other
Mediatrix,en,"Horror,Comedy",Cory Udler,2011,2011-01-01,Released,68,false,1. Micro (<$1M),1. Under 90 min,English,English
NFT,en,Horror,Jonas Odenheimer,2026,2026-03-06,Post Production,80,false,1. Micro (<$1M),1. Under 90 min,English,English
Raiders of the Lost Ark,en,"Adventure,Action",Steven Spielberg,1981,1981-06-12,Released,115,false,3. Mid ($15-75M),2. 90-120 min,English,English
Bamboozled,en,"Drama,Comedy",Spike Lee,2000,2000-10-06,Released,136,false,2. Low ($1-15M),3. 120-150 min,English,English
Stripped Naked,en,"Drama,Thriller,Crime",Lee Demarbre,2009,2009-09-21,Released,85,false,1. Micro (<$1M),1. Under 90 min,English,English
Lansky,en,"Drama,Crime,TV Movie",John McNaughton,1999,1999-02-27,Released,116,false,1. Micro (<$1M),2. 90-120 min,English,English
I Feel Pretty,en,"Comedy,Romance",Abby Kohn,2018,2018-04-19,Released,110,false,3. Mid ($15-75M),2. 90-120 min,English,English
Freaky,en,"Horror,Comedy",Christopher Landon,2020,2020-11-12,Released,102,false,2. Low ($1-15M),2. 90-120 min,English,English
The Guilty,en,"Drama,Thriller",Antoine Fuqua,2021,2021-09-24,Released,91,false,1. Micro (<$1M),2. 90-120 min,English,English
Poisson rouge,fr,Comedy,Hugo Bachelet,2023,2023-09-27,Released,100,false,1. Micro (<$1M),2. 90-120 min,Non-English,French
The Ambulance,da,"Drama,Action,Thriller",Laurits Munch-Petersen,2005,2005-07-15,Released,75,false,2. Low ($1-15M),1. Under 90 min,Non-English,Other
Mandrake,en,"Horror,TV Movie",Tripp Reed,2010,2010-09-11,Released,89,false,1. Micro (<$1M),1. Under 90 min,English,English
Street People,it,"Drama,Action,Crime",Maurizio Lucidi,1976,1976-03-30,Released,101,false,1. Micro (<$1M),2. 90-120 min,Non-English,Italian
Les Misérables,en,"Drama,History",Tom Hooper,2012,2012-12-18,Released,158,false,3. Mid ($15-75M),4. 150-180 min,English,English
A Walk Among the Tombstones,en,"Drama,Thriller,Crime,Mystery",Scott Frank,2014,2014-09-18,Released,114,false,3. Mid ($15-75M),2. 90-120 min,English,English
My Dear Kuttichathan,ml,"Adventure,Fantasy",Jijo Punnoose,1984,1984-08-24,Released,96,false,1. Micro (<$1M),2. 90-120 min,Non-English,Other
The Age of Adaline,en,"Fantasy,Drama,Romance",Lee Toland Krieger,2015,2015-04-16,Released,112,false,3. Mid ($15-75M),2. 90-120 min,English,English
Letters,no,Documentary,Jéro Yun,2017,2017-10-15,Released,77,false,1. Micro (<$1M),1. Under 90 min,Non-English,Other
Blink Twice,en,"Thriller,Mystery",Zoë Kravitz,2024,2024-08-21,Released,102,false,3. Mid ($15-75M),2. 90-120 min,English,English
Tough Cowgirls,pt,"Action,Comedy",Gui Pereira,2022,2022-09-29,Released,120,false,1. Micro (<$1M),3. 120-150 min,Non-English,Other
Bring Her Back,en,Horror,Danny Philippou,2025,2025-05-28,Released,104,false,3. Mid ($15-75M),2. 90-120 min,English,English
Rabbit Without Ears,de,"Drama,Comedy,Romance",Til Schweiger,2007,2007-12-01,Released,116,false,1. Micro (<$1M),2. 90-120 min,Non-English,German
Deep Blue Sea,en,"Horror,Action,Science Fiction",Renny Harlin,1999,1999-07-28,Released,105,false,3. Mid ($15-75M),2. 90-120 min,English,English
Marketa Lazarová,cs,"Drama,History",František Vláčil,1967,1967-11-24,Released,166,false,1. Micro (<$1M),4. 150-180 min,Non-English,Other
Zero Day,en,"Drama,Crime",Ben Coccio,2003,2003-09-03,Released,92,false,1. Micro (<$1M),2. 90-120 min,English,English
The Rover,en,"Drama,Crime",David Michôd,2014,2014-06-04,Released,103,false,2. Low ($1-15M),2. 90-120 min,English,English
The Upthrown Stone,hu,Drama,Sára Sándor,1969,1969-04-17,Released,84,false,1. Micro (<$1M),1. Under 90 min,Non-English,Other
Barumbadings,tl,"",Darryl Yap,2021,2021-11-05,Released,75,false,1. Micro (<$1M),1. Under 90 min,Non-English,Tagalog
Time of Death,tr,Romance,Aydın Bağardı,1990,1990-01-01,Released,0,false,1. Micro (<$1M),1. Under 90 min,Non-English,Other
Betzi,en,Drama,Claude Whatham,1978,1978-09-23,Released,85,false,1. Micro (<$1M),1. Under 90 min,English,English
Beverly Hills Cop,en,"Action,Comedy,Crime",Martin Brest,1984,1984-12-05,Released,105,false,2. Low ($1-15M),2. 90-120 min,English,English
To Catch a Thief,en,"Thriller,Mystery,Romance",Alfred Hitchcock,1955,1955-08-03,Released,106,false,2. Low ($1-15M),2. 90-120 min,English,English
Smokin' Aces,en,"Action,Comedy,Thriller,Crime",Joe Carnahan,2006,2006-12-09,Released,109,false,3. Mid ($15-75M),2. 90-120 min,English,English
Monsters vs Aliens,en,"Adventure,Animation,Science Fiction,Family",Rob Letterman,2009,2009-03-19,Released,94,false,5. Blockbuster ($150M+),2. 90-120 min,English,English
Ironclad,en,"Adventure,Action,History,Romance",Jonathan English,2011,2011-03-03,Released,121,false,3. Mid ($15-75M),3. 120-150 min,English,English
Flight,en,Drama,Robert Zemeckis,2012,2012-02-22,Released,138,false,3. Mid ($15-75M),3. 120-150 min,English,English
Nuptiae,en,"",James Broughton,1969,1969-05-01,Released,14,false,1. Micro (<$1M),1. Under 90 min,English,English
Pokémon Detective Pikachu,en,"Adventure,Fantasy,Action",Rob Letterman,2019,2019-05-03,Released,105,false,5. Blockbuster ($150M+),2. 90-120 min,English,English
HumanTown,en,"Comedy,TV Movie",Vivieno Caldinelli,2016,2016-07-26,Released,22,false,1. Micro (<$1M),1. Under 90 min,English,English
Overcomer,en,Drama,Alex Kendrick,2019,2019-08-22,Released,119,false,2. Low ($1-15M),2. 90-120 min,English,English
Two Pictures,en,Drama,Eric Stone,2020,2020-06-07,Released,104,false,1. Micro (<$1M),2. 90-120 min,English,English
Doors,en,Science Fiction,Dugan O'Neal,2021,2021-03-23,Released,84,false,1. Micro (<$1M),1. Under 90 min,English,English
Original Sound,en,Drama,Gregory Jbara,"","",Post Production,0,false,1. Micro (<$1M),1. Under 90 min,English,English
Aces Go Places III: Our Man from Bond Street,cn,"Action,Comedy",Tsui Hark,1984,1984-01-25,Released,96,false,1. Micro (<$1M),2. 90-120 min,Non-English,Other
The Player,en,"Drama,Comedy,Thriller,Mystery",Robert Altman,1992,1992-05-08,Released,124,false,2. Low ($1-15M),3. 120-150 min,English,English
Benji,en,"Adventure,Romance,Family",Joe Camp,1974,1974-10-17,Released,86,false,1. Micro (<$1M),1. Under 90 min,English,English
Distant Drums,en,"Adventure,Western,War",Raoul Walsh,1951,1951-12-25,Released,101,false,1. Micro (<$1M),2. 90-120 min,English,English
The Betrayal,it,"Drama,Action,War",Alberto Lattuada,1969,1969-01-24,Released,104,false,1. Micro (<$1M),2. 90-120 min,Non-English,Italian
Samoa,en,Documentary,Ben Sharpsteen,1956,1956-12-25,Released,32,false,1. Micro (<$1M),1. Under 90 min,English,English
FDR,en,"History,Documentary",David Grubin,1994,1994-10-12,Released,270,false,1. Micro (<$1M),5. 180+ min,English,English
The Choice,en,"Drama,Romance",Ross Katz,2016,2016-02-04,Released,111,false,2. Low ($1-15M),2. 90-120 min,English,English
"Trágala, perro",es,Drama,Antonio Artero,1981,1981-11-16,Released,95,false,1. Micro (<$1M),2. 90-120 min,Non-English,Spanish
Paranormal Activity: Next of Kin,en,"Horror,Mystery",William Eubank,2021,2021-10-29,Released,98,false,1. Micro (<$1M),2. 90-120 min,English,English
Vicious,en,"Horror,Thriller",Bryan Bertino,2025,2025-09-19,Released,98,false,1. Micro (<$1M),2. 90-120 min,English,English
Van Helsing,en,"Adventure,Horror,Action",Stephen Sommers,2004,2004-05-03,Released,132,false,5. Blockbuster ($150M+),3. 120-150 min,English,English
Hell Mountain,en,"Horror,Action,Thriller,Science Fiction",Mike Rohl,1998,1998-01-01,Released,94,false,1. Micro (<$1M),2. 90-120 min,English,English
Last Days in Jerusalem,en,Drama,Tawfik Abu Wael,2012,2012-05-23,Released,80,false,1. Micro (<$1M),1. Under 90 min,English,English
Nothingman,en,"Drama,Crime",Joshua Shaffer,2018,2018-10-12,Released,26,false,1. Micro (<$1M),1. Under 90 min,English,English
65,en,"Adventure,Action,Science Fiction",Scott Beck,2023,2023-03-02,Released,92,false,3. Mid ($15-75M),2. 90-120 min,English,English
Ursula,en,Comedy,Hannah Heller,2022,2022-06-23,Released,16,false,1. Micro (<$1M),1. Under 90 min,English,English
Ghost Train,ko,"Horror,Mystery",Tak Se-woong,2025,2025-07-09,Released,95,false,1. Micro (<$1M),2. 90-120 min,Non-English,Korean
Dangerous Animals,en,"Horror,Thriller",Sean Byrne,2025,2025-06-05,Released,98,false,2. Low ($1-15M),2. 90-120 min,English,English
Girl,en,"",Amanda Michener,1997,1997-01-01,Released,17,false,1. Micro (<$1M),1. Under 90 min,English,English
Pansamantala,tl,Drama,King Abalos,2026,2026-02-13,Released,0,false,1. Micro (<$1M),1. Under 90 min,Non-English,Tagalog
The Reader,en,"Drama,Romance",Stephen Daldry,2008,2008-12-10,Released,124,false,3. Mid ($15-75M),3. 120-150 min,English,English
King Arthur,en,"Adventure,Drama,Action,History,War",Antoine Fuqua,2004,2004-07-07,Released,126,false,4. High ($75-150M),3. 120-150 min,English,English
Freedomland,en,"Thriller,Crime,Mystery",Joe Roth,2006,2006-02-17,Released,113,false,3. Mid ($15-75M),2. 90-120 min,English,English
Nightmares,en,"Horror,Science Fiction",Joseph Sargent,1983,1983-09-02,Released,99,false,1. Micro (<$1M),2. 90-120 min,English,English
Captain America: The Winter Soldier,en,"Adventure,Action,Science Fiction",Joe Russo,2014,2014-03-20,Released,136,false,5. Blockbuster ($150M+),3. 120-150 min,English,English
The Lego Ninjago Movie,en,"Adventure,Animation,Action,Comedy,Family",Bob Logan,2017,2017-09-21,Released,101,false,3. Mid ($15-75M),2. 90-120 min,English,English
Under the Tree,is,"Drama,Comedy",Hafsteinn Gunnar Sigurðsson,2017,2017-09-06,Released,89,false,2. Low ($1-15M),1. Under 90 min,Non-English,Other
Enola Holmes 2,en,"Adventure,Crime,Mystery",Harry Bradbeer,2022,2022-11-30,Released,129,false,1. Micro (<$1M),3. 120-150 min,English,English
IOPU,en,"",Iopu Auva'a,2021,2021-08-07,Released,5,false,1. Micro (<$1M),1. Under 90 min,English,English
Stay,en,Drama,Yushan Zhang,2020,2020-05-20,Released,23,false,1. Micro (<$1M),1. Under 90 min,English,English
Harry Potter and the Chamber of Secrets,en,"Adventure,Fantasy",Chris Columbus,2002,2002-11-13,Released,161,false,4. High ($75-150M),4. 150-180 min,English,English
One Million Years B.C.,en,"Adventure,Fantasy",Don Chaffey,1966,1966-11-24,Released,100,false,1. Micro (<$1M),2. 90-120 min,English,English
Snowball Express,en,"Comedy,Family",Norman Tokar,1972,1972-12-22,Released,93,false,1. Micro (<$1M),2. 90-120 min,English,English
A lélekidomár,hu,"",Márton Garas,2020,2020-05-01,Released,0,false,1. Micro (<$1M),1. Under 90 min,Non-English,Other
Knight of Fortune,da,"Drama,Comedy",Lasse Lyskjær Noer,2024,2024-02-16,Released,25,false,1. Micro (<$1M),1. Under 90 min,Non-English,Other
Mobile Suit Gundam: ALC ENCOUNTER,ja,"Drama,Science Fiction,Music",Yoshiyuki Kaneko,2024,2024-11-24,Released,0,false,1. Micro (<$1M),1. Under 90 min,Non-English,Japanese
Halloween,en,"Horror,Thriller",John Carpenter,1978,1978-10-24,Released,91,false,1. Micro (<$1M),2. 90-120 min,English,English
G.I. Joe: Retaliation,en,"Adventure,Action,Thriller,Science Fiction",Jon M. Chu,2013,2013-03-27,Released,110,false,4. High ($75-150M),2. 90-120 min,English,English
Italianamerican,en,Documentary,Martin Scorsese,1974,1974-10-01,Released,49,false,1. Micro (<$1M),1. Under 90 min,English,English
Zero Dark Thirty,en,"Drama,Thriller",Kathryn Bigelow,2012,2012-12-19,Released,157,false,3. Mid ($15-75M),4. 150-180 min,English,English
Shanghaied Love,en,"Adventure,Crime",George B. Seitz,1931,1931-09-20,Released,75,false,1. Micro (<$1M),1. Under 90 min,English,English
Black Clover: Sword of the Wizard King,ja,"Adventure,Fantasy,Animation,Action",Ayataka Tanemura,2023,2023-06-16,Released,113,false,1. Micro (<$1M),2. 90-120 min,Non-English,Japanese
Sunflowers,en,Documentary,David Bickerstaff,2021,2021-06-08,Released,85,false,1. Micro (<$1M),1. Under 90 min,English,English
Dirty Angels,en,"Drama,Thriller,War",Martin Campbell,2024,2024-12-11,Released,104,false,3. Mid ($15-75M),2. 90-120 min,English,English
A House of Dynamite,en,Thriller,Kathryn Bigelow,2025,2025-10-02,Released,112,false,1. Micro (<$1M),2. 90-120 min,English,English
Light of the World,en,"Fantasy,Animation,Drama,Music",John J. Schafer,2025,2025-09-04,Released,84,false,3. Mid ($15-75M),1. Under 90 min,English,English
Children of Men,en,"Drama,Action,Thriller,Science Fiction",Alfonso Cuarón,2006,2006-09-22,Released,109,false,4. High ($75-150M),2. 90-120 min,English,English
The Hijack That Went South,fi,"Thriller,Crime",Aleksi Mäkelä,2013,2013-01-18,Released,93,false,2. Low ($1-15M),2. 90-120 min,Non-English,Other
Jakarta Undercover,id,"Thriller,Crime",Lance,2007,2007-03-22,Released,89,false,1. Micro (<$1M),1. Under 90 min,Non-English,Other
Safelight,en,Drama,Tony Aloupis,2015,2015-07-17,Released,84,false,1. Micro (<$1M),1. Under 90 min,English,English
Cumbia,en,Music,Zacarías Gómez Urquiza,1973,1973-04-03,Released,90,false,1. Micro (<$1M),2. 90-120 min,English,English
SuperKlaus,en,"Adventure,Animation,Comedy,Family",Steve Majaury,2024,2024-11-01,Released,88,false,1. Micro (<$1M),1. Under 90 min,English,English
Terminator Salvation,en,"Action,Thriller,Science Fiction",McG,2009,2009-05-20,Released,115,false,5. Blockbuster ($150M+),2. 90-120 min,English,English
28 Weeks Later,en,"Horror,Thriller,Science Fiction",Juan Carlos Fresnadillo,2007,2007-04-26,Released,99,false,3. Mid ($15-75M),2. 90-120 min,English,English
Philadelphia,en,Drama,Jonathan Demme,1993,1993-12-22,Released,126,false,3. Mid ($15-75M),3. 120-150 min,English,English
Bayside Shakedown,ja,"Drama,Comedy,Crime",Katsuyuki Motohiro,1998,1998-10-31,Released,119,false,1. Micro (<$1M),2. 90-120 min,Non-English,Japanese
Knighty Knight Bugs,en,"Animation,Comedy",Friz Freleng,1958,1958-08-23,Released,6,false,1. Micro (<$1M),1. Under 90 min,English,English
Parsifal,de,"Drama,Music",Hans-Jürgen Syberberg,1982,1982-04-30,Released,255,false,1. Micro (<$1M),5. 180+ min,Non-English,German
3 Days to Kill,en,"Drama,Action,Thriller",McG,2014,2014-02-14,Released,113,false,3. Mid ($15-75M),2. 90-120 min,English,English
Alone,en,Horror,Rory Douglas Abel,2013,2013-11-03,Released,84,false,1. Micro (<$1M),1. Under 90 min,English,English
Calderon,it,Drama,Giorgio Pressburger,1981,1981-01-01,Released,0,false,1. Micro (<$1M),1. Under 90 min,Non-English,Italian
Poor Boy,en,"Drama,Western",Robert Scott Wildes,2018,2018-07-13,Released,105,false,1. Micro (<$1M),2. 90-120 min,English,English
Damsel,en,"Drama,Comedy,Western",Nathan Zellner,2018,2018-06-22,Released,113,false,1. Micro (<$1M),2. 90-120 min,English,English
Horrorween,en,"Horror,Comedy",Joe Estevez,2012,2012-10-26,Released,65,false,2. Low ($1-15M),1. Under 90 min,English,English
Hounded,en,"",Sydney Macartney,2010,2010-07-11,Released,390,false,1. Micro (<$1M),5. 180+ min,English,English
The Idol K,ja,Animation,Shingo Suzuki,2018,2018-07-07,Released,7,false,1. Micro (<$1M),1. Under 90 min,Non-English,Japanese
Moonglow,tl,"Drama,Crime,Romance",Isabel Sandoval,2026,2026-02-04,Released,108,false,2. Low ($1-15M),2. 90-120 min,Non-English,Tagalog
Melania,en,Documentary,Brett Ratner,2026,2026-01-30,Released,104,false,3. Mid ($15-75M),2. 90-120 min,English,English
The Shining,en,"Horror,Thriller",Stanley Kubrick,1980,1980-05-23,Released,144,false,3. Mid ($15-75M),3. 120-150 min,English,English
Ghosts,de,Drama,Christian Petzold,2005,2005-09-15,Released,85,false,1. Micro (<$1M),1. Under 90 min,Non-English,German
Popeye,en,"Adventure,Action,Comedy,Family",Robert Altman,1980,1980-12-12,Released,114,false,3. Mid ($15-75M),2. 90-120 min,English,English
White Material,fr,Drama,Claire Denis,2010,2010-03-24,Released,106,false,1. Micro (<$1M),2. 90-120 min,Non-English,French
Magic Mike XXL,en,"Drama,Comedy",Gregory Jacobs,2015,2015-07-01,Released,115,false,2. Low ($1-15M),2. 90-120 min,English,English
Fastlife,fr,Comedy,Thomas Ngijol,2014,2014-07-16,Released,91,false,1. Micro (<$1M),2. 90-120 min,Non-English,French
Kubo and the Two Strings,en,"Adventure,Animation,Family",Travis Knight,2016,2016-08-18,Released,102,false,3. Mid ($15-75M),2. 90-120 min,English,English
Cascabel,es,Drama,Daniel Cebrián,2000,2000-12-10,Released,96,false,1. Micro (<$1M),2. 90-120 min,Non-English,Spanish
Lebbra bianca,it,Drama,Enzo Trapani,1951,1951-02-01,Released,80,false,1. Micro (<$1M),1. Under 90 min,Non-English,Italian
Love Song,cs,"Drama,Romance",Václav Binovec,1940,1940-03-08,Released,0,false,1. Micro (<$1M),1. Under 90 min,Non-English,Other
Mangampeta,te,"Drama,Action",Goutam Reddy,2024,2024-04-20,Released,0,false,2. Low ($1-15M),1. Under 90 min,Non-English,Other
Contact,en,"Drama,Science Fiction,Mystery",Robert Zemeckis,1997,1997-07-11,Released,150,false,4. High ($75-150M),4. 150-180 min,English,English
The Twilight Saga: Breaking Dawn - Part 1,en,"Adventure,Fantasy,Romance",Bill Condon,2011,2011-11-16,Released,117,false,4. High ($75-150M),2. 90-120 min,English,English
Thor: The Dark World,en,"Adventure,Fantasy,Action",Alan Taylor,2013,2013-10-30,Released,112,false,5. Blockbuster ($150M+),2. 90-120 min,English,English
Highlander,en,"Fantasy,Action,Science Fiction",Chad Stahelski,"","",In Production,0,false,1. Micro (<$1M),1. Under 90 min,English,English
Rituels meurtriers,fr,"Thriller,TV Movie",Olivier Guignard,2011,2011-10-21,Released,80,false,1. Micro (<$1M),1. Under 90 min,Non-English,French
The Upside,en,"Drama,Comedy",Neil Burger,2019,2019-01-10,Released,126,false,3. Mid ($15-75M),3. 120-150 min,English,English
Crazy Rich Asians,en,"Comedy,Romance",Jon M. Chu,2018,2018-08-15,Released,121,false,3. Mid ($15-75M),3. 120-150 min,English,English
Tellers,en,Mystery,Joe Black,2019,2019-06-13,Released,118,false,1. Micro (<$1M),2. 90-120 min,English,English
Silent Land,pl,"Drama,Romance",Aga Woszczyńska,2022,2022-08-23,Released,113,false,1. Micro (<$1M),2. 90-120 min,Non-English,Other
Rodeo,en,"Action,Western",William Beaudine,1952,1952-03-09,Released,70,false,1. Micro (<$1M),1. Under 90 min,English,English
Munich,en,"Drama,Action,History,Thriller",Steven Spielberg,2005,2005-12-23,Released,164,false,3. Mid ($15-75M),4. 150-180 min,English,English
Catch Me If You Can,en,"Drama,Crime",Steven Spielberg,2002,2002-12-16,Released,141,false,3. Mid ($15-75M),3. 120-150 min,English,English
Krull,en,"Adventure,Fantasy,Action,Science Fiction",Peter Yates,1983,1983-07-29,Released,121,false,3. Mid ($15-75M),3. 120-150 min,English,English
National Treasure: Book of Secrets,en,"Adventure,Action,Thriller,Mystery",Jon Turteltaub,2007,2007-12-19,Released,124,false,4. High ($75-150M),3. 120-150 min,English,English
Thinner,en,"Fantasy,Horror",Tom Holland,1996,1996-10-25,Released,92,false,2. Low ($1-15M),2. 90-120 min,English,English
Fresh,en,"Drama,Thriller,Crime",Boaz Yakin,1994,1994-06-15,Released,114,false,2. Low ($1-15M),2. 90-120 min,English,English
Cannonball,en,"Action,Comedy",Paul Bartel,1976,1976-07-06,Released,93,false,1. Micro (<$1M),2. 90-120 min,English,English
Dad,en,Drama,Gary David Goldberg,1989,1989-10-27,Released,117,false,3. Mid ($15-75M),2. 90-120 min,English,English
Disaster!,en,"Animation,Action,Comedy,Science Fiction",Roy T. Wood,2005,2005-11-04,Released,83,false,2. Low ($1-15M),1. Under 90 min,English,English
The Good Dinosaur,en,"Adventure,Animation,Family",Peter Sohn,2015,2015-11-14,Released,93,false,5. Blockbuster ($150M+),2. 90-120 min,English,English
My Reputation,en,"Drama,Romance",Curtis Bernhardt,1946,1946-01-25,Released,94,false,1. Micro (<$1M),2. 90-120 min,English,English
Gold,en,"Adventure,Drama,Thriller",Stephen Gaghan,2016,2016-02-03,Released,120,false,3. Mid ($15-75M),3. 120-150 min,English,English
Little Men,en,Drama,Ira Sachs,2016,2016-08-05,Released,85,false,1. Micro (<$1M),1. Under 90 min,English,English
Passion,en,"Drama,Music",Lonny Price,2005,2005-03-31,Released,117,false,1. Micro (<$1M),2. 90-120 min,English,English
MeeBOX,en,"Comedy,Science Fiction,TV Movie",Adam Buxton,2008,2008-06-22,Released,28,false,1. Micro (<$1M),1. Under 90 min,English,English
The Princess Diaries,en,"Comedy,Romance,Family",Garry Marshall,2001,2001-08-03,Released,115,false,3. Mid ($15-75M),2. 90-120 min,English,English
Watching it Rain,es,Drama,Elisa Miller,2006,2006-10-15,Released,14,false,1. Micro (<$1M),1. Under 90 min,Non-English,Spanish
John Wick: Chapter 3 - Parabellum,en,"Action,Thriller,Crime",Chad Stahelski,2019,2019-05-15,Released,131,false,3. Mid ($15-75M),3. 120-150 min,English,English
The Christmas Chronicles,en,"Adventure,Fantasy,Comedy,Family",Clay Kaytis,2018,2018-11-22,Released,104,false,1. Micro (<$1M),2. 90-120 min,English,English
Sunflower,it,"Drama,War",Vittorio De Sica,1970,1970-03-14,Released,109,false,1. Micro (<$1M),2. 90-120 min,Non-English,Italian
Superdad,en,Comedy,Vincent McEveety,1973,1973-12-14,Released,96,false,1. Micro (<$1M),2. 90-120 min,English,English
Room,en,"Drama,Thriller",Lenny Abrahamson,2015,2015-10-16,Released,118,false,2. Low ($1-15M),2. 90-120 min,English,English
Shallow Waters,tl,"Drama,Romance",Francis Posadas,2002,2002-06-26,Released,106,false,1. Micro (<$1M),2. 90-120 min,Non-English,Tagalog
Sibyl,fr,Drama,Justine Triet,2019,2019-05-24,Released,101,false,1. Micro (<$1M),2. 90-120 min,Non-English,French
