genre_name,release_year,original_language,director_name,budget_tier,runtime_bucket
Science Fiction,1977,en,David Lynch,1. Micro (<$1M),1. Under 90 min
Horror,2006,en,Alexandre Aja,3. Mid ($15-75M),2. 90-120 min
Drama,1985,en,Peter Bogdanovich,2. Low ($1-15M),3. 120-150 min
Comedy,1996,fr,Olivier Assayas,1. Micro (<$1M),2. 90-120 min
Drama,2010,de,Joseph Vilsmaier,2. Low ($1-15M),2. 90-120 min
Drama,1945,en,Vincente Minnelli,1. Micro (<$1M),2. 90-120 min
Drama,2002,en,Miguel Albaladejo,1. Micro (<$1M),2. 90-120 min
Action,2017,en,Guy Ritchie,5. Blockbuster ($150M+),3. 120-150 min
Horror,2020,en,Abel Ferrara,1. Micro (<$1M),2. 90-120 min
Comedy,2014,ja,Chiaki Kon,1. Micro (<$1M),1. Under 90 min
Comedy,2019,fi,Anna Paavilainen,1. Micro (<$1M),3. 120-150 min
Fantasy,2021,ja,Takashi Miike,1. Micro (<$1M),1. Under 90 min
Thriller,2026,en,Rob Alicea,1. Micro (<$1M),2. 90-120 min
Drama,1982,en,Sylvester Stallone,3. Mid ($15-75M),2. 90-120 min
Drama,2008,en,Roland Emmerich,4. High ($75-150M),2. 90-120 min
Drama,2013,en,Amma Asante,2. Low ($1-15M),2. 90-120 min
Horror,2016,en,Pearry Reginald Teo,1. Micro (<$1M),2. 90-120 min
Drama,2000,en,Ron Krauss,2. Low ($1-15M),1. Under 90 min
Romance,2018,hi,Rohena Gera,1. Micro (<$1M),2. 90-120 min
Mystery,2020,es,Yulene Olaizola,2. Low ($1-15M),2. 90-120 min
Comedy,2022,en,Francis Lawrence,3. Mid ($15-75M),2. 90-120 min
Comedy,2025,ko,Lee Sang-geun,1. Micro (<$1M),2. 90-120 min
Music,2023,en,Chris Smith,1. Micro (<$1M),2. 90-120 min
Crime,2013,en,Louis Leterrier,4. High ($75-150M),2. 90-120 min
Drama,1991,en,Ryszard Bugajski,1. Micro (<$1M),2. 90-120 min
Drama,2013,en,Jason Wolos,1. Micro (<$1M),1. Under 90 min
Drama,2015,no,Anne Sewitsky,1. Micro (<$1M),2. 90-120 min
History,2017,tl,Jerrold Tarog,1. Micro (<$1M),1. Under 90 min
Drama,2008,en,James Gray,2. Low ($1-15M),2. 90-120 min
Comedy,1994,en,Simon Wincer,1. Micro (<$1M),2. 90-120 min
Science Fiction,2002,en,Josh Olson,1. Micro (<$1M),1. Under 90 min
Science Fiction,2015,en,Joss Whedon,5. Blockbuster ($150M+),3. 120-150 min
Family,2021,en,Jaume Collet-Serra,5. Blockbuster ($150M+),3. 120-150 min
Romance,2025,en,Chloé Zhao,3. Mid ($15-75M),3. 120-150 min
Action,2025,en,Dan Berk,3. Mid ($15-75M),2. 90-120 min
Science Fiction,1993,en,Adam Simon,2. Low ($1-15M),1. Under 90 min
Drama,2015,en,Zack Bernbaum,1. Micro (<$1M),1. Under 90 min
Thriller,2017,en,Benjamin Arfmann,1. Micro (<$1M),1. Under 90 min
Thriller,1978,tr,Yavuz Özkan,1. Micro (<$1M),2. 90-120 min
Comedy,2019,en,Cindy Chupack,1. Micro (<$1M),2. 90-120 min
Horror,2019,nl,Lodewijk Crijns,1. Micro (<$1M),1. Under 90 min
Thriller,2020,de,Visar Morina,1. Micro (<$1M),3. 120-150 min
Drama,2016,en,Will S. Davis,1. Micro (<$1M),1. Under 90 min
Drama,2025,no,Joachim Trier,2. Low ($1-15M),3. 120-150 min
Drama,2026,en,Tamika Miller,1. Micro (<$1M),2. 90-120 min
Drama,2004,de,Marco Kreuzpaintner,2. Low ($1-15M),2. 90-120 min
Adventure,2012,en,Peter Jackson,5. Blockbuster ($150M+),4. 150-180 min
Comedy,1988,en,Danny Huston,1. Micro (<$1M),2. 90-120 min
Drama,2013,en,Harmony Korine,2. Low ($1-15M),2. 90-120 min
Drama,2014,tr,Melisa Önel,1. Micro (<$1M),1. Under 90 min
Action,1983,te,K. Bapayya,1. Micro (<$1M),4. 150-180 min
Drama,2007,en,Jason Reitman,2. Low ($1-15M),2. 90-120 min
Romance,2008,en,Phyllida Lloyd,3. Mid ($15-75M),2. 90-120 min
Horror,2006,en,Ariel Vromen,2. Low ($1-15M),1. Under 90 min
Horror,2015,en,Valeri Milev,2. Low ($1-15M),1. Under 90 min
History,2014,en,Morten Tyldum,2. Low ($1-15M),2. 90-120 min
Mystery,2017,en,Antonio Negret,3. Mid ($15-75M),2. 90-120 min
Action,2020,en,Peter Segal,3. Mid ($15-75M),2. 90-120 min
Comedy,1978,sv,Hans Bergström,1. Micro (<$1M),2. 90-120 min
History,2021,en,Izu Ojukwu,1. Micro (<$1M),3. 120-150 min
Mystery,1989,it,Peter Del Monte,1. Micro (<$1M),2. 90-120 min
Fantasy,2000,en,Tom Moore,2. Low ($1-15M),1. Under 90 min
Animation,2010,en,Teddy Newton,1. Micro (<$1M),1. Under 90 min
Drama,1934,en,Alfred E. Green,1. Micro (<$1M),1. Under 90 min
Science Fiction,2011,en,Ben Grayson,1. Micro (<$1M),1. Under 90 min
Comedy,1999,en,Tim Hill,3. Mid ($15-75M),1. Under 90 min
Drama,2014,en,David Dobkin,3. Mid ($15-75M),3. 120-150 min
Horror,2014,en,Stiles White,2. Low ($1-15M),1. Under 90 min
TV Movie,2015,en,Kenny Ortega,1. Micro (<$1M),2. 90-120 min
Science Fiction,2016,ja,Kiyotaka Taguchi,1. Micro (<$1M),1. Under 90 min
Horror,2020,es,Juanma Bajo Ulloa,1. Micro (<$1M),2. 90-120 min
Drama,2024,da,Søren Green,1. Micro (<$1M),1. Under 90 min
Drama,2024,tl,Roman Perez Jr.,1. Micro (<$1M),2. 90-120 min
Horror,2007,en,James Wan,3. Mid ($15-75M),1. Under 90 min
Action,1996,en,Kevin Hooks,3. Mid ($15-75M),2. 90-120 min
Comedy,2007,ja,Takashi Yamazaki,1. Micro (<$1M),3. 120-150 min
Action,1998,en,Keoni Waxman,1. Micro (<$1M),2. 90-120 min
Comedy,2018,en,Tim Kirkby,3. Mid ($15-75M),1. Under 90 min
Thriller,2024,en,Mukunda Michael Dewil,1. Micro (<$1M),1. Under 90 min
Romance,2009,en,Vicky Jenson,3. Mid ($15-75M),1. Under 90 min
Action,2002,en,Rob Lieberman,1. Micro (<$1M),1. Under 90 min
Thriller,2018,en,Ryuhei Kitamura,1. Micro (<$1M),2. 90-120 min
Action,2018,en,Steven Caple Jr.,3. Mid ($15-75M),3. 120-150 min
Comedy,2023,ja,Youichi Fujita,1. Micro (<$1M),1. Under 90 min
Drama,2001,en,Steven Spielberg,4. High ($75-150M),3. 120-150 min
Horror,2024,en,Rick Roessler,1. Micro (<$1M),2. 90-120 min
Action,1963,en,Terence Young,2. Low ($1-15M),2. 90-120 min
Action,1982,en,John Milius,3. Mid ($15-75M),3. 120-150 min
Comedy,2006,en,John A. Davis,3. Mid ($15-75M),1. Under 90 min
Drama,2007,en,John August,1. Micro (<$1M),2. 90-120 min
Action,2015,en,Peyton Reed,4. High ($75-150M),2. 90-120 min
Drama,1996,en,Sarath,1. Micro (<$1M),4. 150-180 min
Thriller,1991,hi,Harish Bhosle,1. Micro (<$1M),3. 120-150 min
Romance,2009,de,Jan Ruzicka,1. Micro (<$1M),1. Under 90 min
Drama,2015,en,Joshua Overbay,1. Micro (<$1M),2. 90-120 min
Thriller,2016,en,Tate Taylor,3. Mid ($15-75M),2. 90-120 min
Fantasy,2018,en,Max Lang,1. Micro (<$1M),1. Under 90 min
Comedy,1986,tl,Pablo Santiago,1. Micro (<$1M),2. 90-120 min
Comedy,2024,en,Claire Ayoub,1. Micro (<$1M),2. 90-120 min
Drama,2025,fr,Carine Tardieu,1. Micro (<$1M),2. 90-120 min
Drama,1990,en,Rob Reiner,3. Mid ($15-75M),2. 90-120 min
Adventure,2003,tl,Robert Quebral,1. Micro (<$1M),2. 90-120 min
Documentary,2016,en,Roger Donaldson,1. Micro (<$1M),2. 90-120 min
Drama,2003,pa,Amitoj Mann,1. Micro (<$1M),4. 150-180 min
Fantasy,2023,en,Russell Mulcahy,1. Micro (<$1M),3. 120-150 min
Romance,2021,es,María Torres,1. Micro (<$1M),2. 90-120 min
Thriller,2025,en,Richard Fenwick,1. Micro (<$1M),1. Under 90 min
Adventure,1978,en,Richard Donner,3. Mid ($15-75M),3. 120-150 min
Horror,2000,en,James Wong,3. Mid ($15-75M),2. 90-120 min
War,1957,en,Karl Malden,1. Micro (<$1M),2. 90-120 min
Drama,2004,en,Ra'up McGee,1. Micro (<$1M),2. 90-120 min
TV Movie,2011,en,Philippe Gagnon,1. Micro (<$1M),2. 90-120 min
Family,2018,en,Karey Kirkpatrick,4. High ($75-150M),2. 90-120 min
Fantasy,1940,en,Jim Handley,2. Low ($1-15M),3. 120-150 min
Family,2007,en,Ash Brannon,4. High ($75-150M),1. Under 90 min
Thriller,2001,en,James Wong,3. Mid ($15-75M),1. Under 90 min
Drama,1986,en,Ron Howard,2. Low ($1-15M),2. 90-120 min
Fantasy,2009,en,Chris Weitz,3. Mid ($15-75M),3. 120-150 min
Drama,2009,en,Karey Kirkpatrick,3. Mid ($15-75M),2. 90-120 min
Crime,1949,it,Giuseppe De Santis,1. Micro (<$1M),2. 90-120 min
Comedy,1969,fr,Gérard Pirès,1. Micro (<$1M),1. Under 90 min
Action,1997,en,David Blyth,1. Micro (<$1M),2. 90-120 min
Horror,1987,en,Guy Magar,2. Low ($1-15M),2. 90-120 min
Music,2012,fr,Florent-Emilio Siri,3. Mid ($15-75M),3. 120-150 min
Romance,2012,fr,Michael Haneke,2. Low ($1-15M),3. 120-150 min
Drama,2014,en,David Fincher,3. Mid ($15-75M),3. 120-150 min
Thriller,2013,hi,Kaizad Gustad,1. Micro (<$1M),3. 120-150 min
Action,1989,ja,Satoshi Dezaki,1. Micro (<$1M),1. Under 90 min
Drama,2002,en,Davidson Cole,1. Micro (<$1M),2. 90-120 min
Horror,2019,ja,Shinya Sugai,1. Micro (<$1M),1. Under 90 min
Drama,1929,en,Lewis Milestone,1. Micro (<$1M),1. Under 90 min
Documentary,2024,en,Amanda McBaine,1. Micro (<$1M),2. 90-120 min
Action,2024,en,Mykel Shannon Jenkins,2. Low ($1-15M),2. 90-120 min
Drama,1976,it,Pier Paolo Pasolini,1. Micro (<$1M),2. 90-120 min
Family,2010,en,Michael Apted,5. Blockbuster ($150M+),2. 90-120 min
TV Movie,2009,en,David Michael Latt,2. Low ($1-15M),2. 90-120 min
Thriller,1991,en,Sam Pillsbury,1. Micro (<$1M),2. 90-120 min
Adventure,2011,en,Gary McKendry,3. Mid ($15-75M),2. 90-120 min
Science Fiction,1964,en,Don Weis,1. Micro (<$1M),1. Under 90 min
Drama,2004,pt,Pablo Uranga,1. Micro (<$1M),2. 90-120 min
Science Fiction,2012,en,Jon Wright,1. Micro (<$1M),2. 90-120 min
Horror,1987,fr,Rick Roessler,1. Micro (<$1M),1. Under 90 min
Drama,2025,zh,Shih-Ching Tsou,1. Micro (<$1M),2. 90-120 min
Comedy,1987,en,Sam Raimi,2. Low ($1-15M),1. Under 90 min
Comedy,1974,it,Marcello Fondato,1. Micro (<$1M),2. 90-120 min
Animation,1968,en,George Dunning,1. Micro (<$1M),2. 90-120 min
Comedy,2013,en,Jon S. Baird,2. Low ($1-15M),2. 90-120 min
Horror,2017,en,Adam Wingard,3. Mid ($15-75M),2. 90-120 min
Action,2019,en,Joe Cornish,3. Mid ($15-75M),3. 120-150 min
Drama,1946,sv,Rune Carlsten,1. Micro (<$1M),2. 90-120 min
Drama,2019,en,Aki Omoshaybi,1. Micro (<$1M),1. Under 90 min
Comedy,2020,es,Bernabé Rico,1. Micro (<$1M),2. 90-120 min
Action,2025,en,James Hawes,3. Mid ($15-75M),3. 120-150 min
Science Fiction,2024,en,David Bush,1. Micro (<$1M),1. Under 90 min
Comedy,2026,en,Addison Heimann,1. Micro (<$1M),2. 90-120 min
Romance,1987,en,Garry Marshall,3. Mid ($15-75M),2. 90-120 min
Action,2011,ja,Keita Amemiya,1. Micro (<$1M),1. Under 90 min
Comedy,2015,es,Ticoy Rodriguez,1. Micro (<$1M),2. 90-120 min
Drama,2018,en,Andrew Hyatt,2. Low ($1-15M),2. 90-120 min
Comedy,2018,fa,Ali Atshani,1. Micro (<$1M),2. 90-120 min
Drama,2019,tr,Mehmet Ada Öztekin,1. Micro (<$1M),3. 120-150 min
Thriller,2008,en,Sylvester Stallone,3. Mid ($15-75M),2. 90-120 min
Comedy,2006,en,Aaron Seltzer,3. Mid ($15-75M),1. Under 90 min
Comedy,1980,en,Bill Persky,1. Micro (<$1M),2. 90-120 min
Comedy,2012,en,Steven Soderbergh,2. Low ($1-15M),2. 90-120 min
Thriller,2014,en,Philippe Caland,2. Low ($1-15M),2. 90-120 min
Comedy,2019,en,James Franco,2. Low ($1-15M),2. 90-120 min
War,2004,it,Leonardo Giuliano,1. Micro (<$1M),2. 90-120 min
Science Fiction,2025,et,Miguel Llansó,1. Micro (<$1M),2. 90-120 min
Action,1992,en,Tim Burton,4. High ($75-150M),3. 120-150 min
Comedy,2009,en,Shawn Levy,5. Blockbuster ($150M+),2. 90-120 min
Drama,2007,en,Anthony Hopkins,1. Micro (<$1M),2. 90-120 min
Family,1997,en,Simon Wincer,1. Micro (<$1M),2. 90-120 min
Adventure,1988,en,BJ Davis,1. Micro (<$1M),1. Under 90 min
Family,2017,en,Pierre Coffin,4. High ($75-150M),2. 90-120 min
Comedy,2018,en,Scott Mosier,4. High ($75-150M),1. Under 90 min
Romance,1999,en,Jon Glascoe,1. Micro (<$1M),2. 90-120 min
Drama,2019,en,Brian Kirk,3. Mid ($15-75M),2. 90-120 min
Comedy,1997,en,Chris Mancini,1. Micro (<$1M),1. Under 90 min
Thriller,2025,es,Michel Franco,1. Micro (<$1M),2. 90-120 min
Family,2025,en,Jang Seong-ho,3. Mid ($15-75M),2. 90-120 min
Romance,2000,hi,Dharmesh Darshan,1. Micro (<$1M),4. 150-180 min
History,2015,en,Michael Almereyda,1. Micro (<$1M),2. 90-120 min
War,1962,sh,Radenko Ostojić,1. Micro (<$1M),1. Under 90 min
Thriller,2007,ms,Bade Hj. Azmi,1. Micro (<$1M),2. 90-120 min
Comedy,2025,en,Ilya Naishuller,1. Micro (<$1M),2. 90-120 min
Comedy,2023,en,Susanna Fogel,2. Low ($1-15M),2. 90-120 min
Drama,2023,tl,Iar Arondaing,1. Micro (<$1M),2. 90-120 min
Science Fiction,2024,ja,Tensai Okamura,1. Micro (<$1M),2. 90-120 min
Thriller,"",en,Anthony Mandler,1. Micro (<$1M),1. Under 90 min
Drama,2023,en,Jan Jalenak,1. Micro (<$1M),1. Under 90 min
Action,2007,en,Akiva Schaffer,3. Mid ($15-75M),1. Under 90 min
Animation,2008,en,Bradley Raymond,3. Mid ($15-75M),1. Under 90 min
Horror,1995,en,Mark Jones,1. Micro (<$1M),1. Under 90 min
Comedy,1957,it,Alberto Lattuada,1. Micro (<$1M),2. 90-120 min
Documentary,2013,en,Massimiliano Zanin,1. Micro (<$1M),2. 90-120 min
Adventure,1984,en,Peter Medak,1. Micro (<$1M),1. Under 90 min
Documentary,2018,en,Zanny Begg,1. Micro (<$1M),1. Under 90 min
Drama,2015,en,Marques Green,1. Micro (<$1M),1. Under 90 min
Drama,1980,it,Pasquale Squitieri,1. Micro (<$1M),2. 90-120 min
Fantasy,2025,en,Victoria Mahoney,1. Micro (<$1M),2. 90-120 min
Romance,2024,en,Nicolas Wright,1. Micro (<$1M),2. 90-120 min
Crime,2025,en,Tom Kingsley,1. Micro (<$1M),2. 90-120 min
Drama,1995,en,Ang Lee,3. Mid ($15-75M),3. 120-150 min
Adventure,1985,en,John Landis,3. Mid ($15-75M),2. 90-120 min
Family,2008,hi,Jugal Hansraj,2. Low ($1-15M),2. 90-120 min
Thriller,2014,en,Brett Simmons,1. Micro (<$1M),1. Under 90 min
Western,1948,en,Howard Bretherton,1. Micro (<$1M),1. Under 90 min
Music,1963,en,Dick Altman,1. Micro (<$1M),2. 90-120 min
Romance,2021,es,Daniel Werner,1. Micro (<$1M),1. Under 90 min
Crime,2018,en,Katia Priwieziencew,1. Micro (<$1M),1. Under 90 min
Animation,1986,ja,Junji Nishimura,1. Micro (<$1M),1. Under 90 min
Comedy,2026,en,Kirill Sokolov,1. Micro (<$1M),1. Under 90 min
Documentary,2025,en,Alexandre O. Philippe,1. Micro (<$1M),2. 90-120 min
Romance,2002,en,Dewey Nicks,2. Low ($1-15M),1. Under 90 min
Science Fiction,2012,en,Pete Travis,3. Mid ($15-75M),2. 90-120 min
Drama,2011,en,Alexander Payne,3. Mid ($15-75M),2. 90-120 min
Mystery,2011,en,Henry Joost,2. Low ($1-15M),1. Under 90 min
History,2012,en,Steven Spielberg,3. Mid ($15-75M),4. 150-180 min
Action,2015,en,Antoine Fuqua,3. Mid ($15-75M),3. 120-150 min
Thriller,2019,en,Michael Civille,1. Micro (<$1M),1. Under 90 min
Drama,2019,tl,Dondon S. Santos,1. Micro (<$1M),1. Under 90 min
Action,1971,tr,Yılmaz Güney,1. Micro (<$1M),1. Under 90 min
Romance,2025,en,Jon M. Chu,5. Blockbuster ($150M+),3. 120-150 min
Comedy,2025,de,Christian Lerch,1. Micro (<$1M),1. Under 90 min
Western,2005,en,Martin Campbell,4. High ($75-150M),3. 120-150 min
Romance,2005,en,Rob Marshall,4. High ($75-150M),3. 120-150 min
Comedy,2002,en,Betty Thomas,3. Mid ($15-75M),2. 90-120 min
Comedy,1999,en,Robert Sarkies,2. Low ($1-15M),2. 90-120 min
Drama,1998,en,Shane Meadows,1. Micro (<$1M),2. 90-120 min
Animation,2012,en,Peter Lord,3. Mid ($15-75M),1. Under 90 min
Drama,1966,es,Angelino Fons,1. Micro (<$1M),2. 90-120 min
Romance,2015,en,John Requa,3. Mid ($15-75M),2. 90-120 min
Horror,2018,en,Adam Robitel,2. Low ($1-15M),2. 90-120 min
Action,1981,tl,Tony Cruz,1. Micro (<$1M),1. Under 90 min
Science Fiction,2026,en,Mark Fischbach,2. Low ($1-15M),3. 120-150 min
Fantasy,2024,fr,Laure-Elie Chénier-Moreau,1. Micro (<$1M),1. Under 90 min
Action,2025,te,S. S. Rajamouli,3. Mid ($15-75M),5. 180+ min
Thriller,1985,en,George P. Cosmatos,3. Mid ($15-75M),2. 90-120 min
Romance,2008,en,Kevin Smith,3. Mid ($15-75M),2. 90-120 min
Romance,2008,en,Natalie Portman,2. Low ($1-15M),2. 90-120 min
Action,1996,en,George Hickenlooper,1. Micro (<$1M),2. 90-120 min
Thriller,2011,en,Olivier Megaton,3. Mid ($15-75M),2. 90-120 min
Romance,2002,it,Bruno Mattei,1. Micro (<$1M),1. Under 90 min
Drama,2014,fr,Xavier Dolan,2. Low ($1-15M),3. 120-150 min
Comedy,1972,en,Alan Clarke,1. Micro (<$1M),2. 90-120 min
Science Fiction,2016,en,Tom Paton,1. Micro (<$1M),1. Under 90 min
Horror,2024,en,Arkasha Stevenson,3. Mid ($15-75M),2. 90-120 min
Comedy,2018,en,Peter Farrelly,3. Mid ($15-75M),3. 120-150 min
Horror,2025,en,Chuck Russell,3. Mid ($15-75M),2. 90-120 min
Drama,2025,fr,Rebecca Zlotowski,1. Micro (<$1M),2. 90-120 min
Comedy,2012,en,Larry Charles,3. Mid ($15-75M),1. Under 90 min
Documentary,2014,en,Ron Mann,1. Micro (<$1M),2. 90-120 min
Drama,1976,de,Peter Stein,1. Micro (<$1M),2. 90-120 min
Drama,2016,af,Brett Michael Innes,1. Micro (<$1M),2. 90-120 min
Action,2019,ja,Konosuke Uda,1. Micro (<$1M),2. 90-120 min
TV Movie,2003,cs,Petr Kotek,1. Micro (<$1M),1. Under 90 min
Drama,1987,en,Barbet Schroeder,2. Low ($1-15M),2. 90-120 min
Comedy,2011,en,Craig Gillespie,3. Mid ($15-75M),2. 90-120 min
History,2013,en,Steve McQueen,3. Mid ($15-75M),3. 120-150 min
Drama,1998,en,Caryn Krooth,1. Micro (<$1M),2. 90-120 min
Action,2000,ta,N. Maharajan,1. Micro (<$1M),4. 150-180 min
Documentary,2017,en,Rob Grant,1. Micro (<$1M),1. Under 90 min
Documentary,2020,it,César Meneghetti,1. Micro (<$1M),1. Under 90 min
Drama,2003,en,Gregor Jordan,1. Micro (<$1M),2. 90-120 min
Adventure,1947,en,Cecil B. DeMille,2. Low ($1-15M),3. 120-150 min
Family,2021,en,Greig Cameron,3. Mid ($15-75M),2. 90-120 min
Comedy,2024,no,Rasmus A. Sivertsen,2. Low ($1-15M),1. Under 90 min
Crime,2025,pt,Pedro Cabeleira,1. Micro (<$1M),3. 120-150 min
Action,2026,en,Joe Carnahan,4. High ($75-150M),2. 90-120 min
Science Fiction,2004,en,Alex Proyas,4. High ($75-150M),2. 90-120 min
Romance,1990,en,Richard Benjamin,3. Mid ($15-75M),2. 90-120 min
Crime,1992,en,Geoff Murphy,3. Mid ($15-75M),2. 90-120 min
Comedy,1999,hu,Katalin Petényi,1. Micro (<$1M),2. 90-120 min
Romance,1983,en,Andrew V. McLaglen,2. Low ($1-15M),2. 90-120 min
Comedy,1975,en,Fred G. Thorne,1. Micro (<$1M),1. Under 90 min
Crime,2011,az,Rovshan Isakh,1. Micro (<$1M),2. 90-120 min
Thriller,2011,de,Stephan Rick,1. Micro (<$1M),2. 90-120 min
Thriller,2024,fr,Jacques Audiard,3. Mid ($15-75M),3. 120-150 min
Animation,2024,en,Kelsey Mann,5. Blockbuster ($150M+),2. 90-120 min
Drama,2024,en,Nicole Cinaglia,1. Micro (<$1M),1. Under 90 min
Comedy,1991,en,Barry Sonnenfeld,3. Mid ($15-75M),2. 90-120 min
Horror,2015,de,Henrik Galeen,1. Micro (<$1M),1. Under 90 min
Drama,2009,en,Timothy Linh Bui,1. Micro (<$1M),2. 90-120 min
Drama,2001,en,Nick Castle,1. Micro (<$1M),2. 90-120 min
Science Fiction,2017,en,Ridley Scott,4. High ($75-150M),3. 120-150 min
Music,2010,ms,Edry Abdul Halim,1. Micro (<$1M),2. 90-120 min
Drama,2013,id,Happy Salma,1. Micro (<$1M),2. 90-120 min
Drama,2021,en,Cornelia Moore,1. Micro (<$1M),3. 120-150 min
Horror,2020,en,Carlo Mirabella-Davis,1. Micro (<$1M),2. 90-120 min
Documentary,1956,cs,Elmar Klos,1. Micro (<$1M),1. Under 90 min
Animation,"",nl,Vincent Kesteloot,1. Micro (<$1M),1. Under 90 min
Thriller,2004,en,Tony Scott,3. Mid ($15-75M),3. 120-150 min
Animation,2009,ru,Vladimir Zhelezniakov,1. Micro (<$1M),1. Under 90 min
History,1979,ru,Mikhail Grigoryev,1. Micro (<$1M),1. Under 90 min
Romance,2011,en,Tanya Wexler,1. Micro (<$1M),2. 90-120 min
Comedy,2000,te,Muthyala Subbaiah,1. Micro (<$1M),4. 150-180 min
Documentary,1997,it,Marco S. Puccioni,1. Micro (<$1M),1. Under 90 min
Action,2024,en,Jaume Collet-Serra,3. Mid ($15-75M),3. 120-150 min
Horror,2025,en,Colin Tilley,2. Low ($1-15M),2. 90-120 min
Horror,2024,es,Pedro Martín Calero,1. Micro (<$1M),2. 90-120 min
Drama,2001,en,Sharon Maguire,3. Mid ($15-75M),2. 90-120 min
Action,1982,en,Fred Schepisi,1. Micro (<$1M),2. 90-120 min
Comedy,2022,en,Robert F. McGowan,1. Micro (<$1M),1. Under 90 min
Drama,1928,sv,Gustaf Molander,1. Micro (<$1M),3. 120-150 min
Horror,1988,ja,Banmei Takahashi,1. Micro (<$1M),2. 90-120 min
Comedy,1938,cs,Miroslav Cikán,1. Micro (<$1M),1. Under 90 min
Thriller,2021,fr,Mathieu Turi,1. Micro (<$1M),2. 90-120 min
Thriller,2022,en,Alex Garland,2. Low ($1-15M),2. 90-120 min
Drama,2022,fr,Christian Duguay,2. Low ($1-15M),2. 90-120 min
Drama,1976,ar,Ghaouti Bendedouche,1. Micro (<$1M),2. 90-120 min
Crime,2024,en,Hans Petter Moland,3. Mid ($15-75M),2. 90-120 min
Comedy,2023,en,Will Gluck,3. Mid ($15-75M),2. 90-120 min
Action,2008,en,Louis Leterrier,5. Blockbuster ($150M+),2. 90-120 min
Crime,1996,en,Paris Barclay,2. Low ($1-15M),1. Under 90 min
Drama,1998,en,Peter Weir,3. Mid ($15-75M),2. 90-120 min
Action,2018,en,David Leitch,4. High ($75-150M),3. 120-150 min
Comedy,2023,en,Sam Fell,1. Micro (<$1M),2. 90-120 min
Drama,2019,hi,Ankush Bhatt,1. Micro (<$1M),1. Under 90 min
Romance,1983,en,Francis Ford Coppola,2. Low ($1-15M),2. 90-120 min
Crime,1960,en,Lewis Milestone,1. Micro (<$1M),3. 120-150 min
Comedy,1976,en,Mel Brooks,2. Low ($1-15M),1. Under 90 min
Romance,2008,en,Isabel Coixet,2. Low ($1-15M),2. 90-120 min
Romance,1986,en,David Seltzer,2. Low ($1-15M),2. 90-120 min
Action,1993,en,Mario Van Peebles,1. Micro (<$1M),2. 90-120 min
Thriller,2011,en,Paul W. S. Anderson,4. High ($75-150M),2. 90-120 min
Drama,1952,en,Joseph L. Mankiewicz,1. Micro (<$1M),2. 90-120 min
Horror,1994,fr,Laurent Boutonnat,3. Mid ($15-75M),4. 150-180 min
Science Fiction,1994,en,Hope Perello,1. Micro (<$1M),1. Under 90 min
Romance,1994,hi,Naresh Malhotra,1. Micro (<$1M),4. 150-180 min
Adventure,2015,en,John Francis Daley,3. Mid ($15-75M),2. 90-120 min
Adventure,2008,en,Sean Anders,3. Mid ($15-75M),2. 90-120 min
Science Fiction,1997,en,Stuart Gillard,3. Mid ($15-75M),2. 90-120 min
Comedy,2013,en,Luc Besson,3. Mid ($15-75M),2. 90-120 min
TV Movie,1993,en,Charles Haid,1. Micro (<$1M),2. 90-120 min
Drama,1997,de,Peter Patzak,1. Micro (<$1M),5. 180+ min
Comedy,2025,en,Rian Johnson,5. Blockbuster ($150M+),3. 120-150 min
Thriller,2021,de,Jens Wischnewski,1. Micro (<$1M),1. Under 90 min
Horror,2024,en,Tore Knos,1. Micro (<$1M),1. Under 90 min
Adventure,2024,es,Héctor Valdez,1. Micro (<$1M),2. 90-120 min
Documentary,2026,en,Martina Radwan,1. Micro (<$1M),3. 120-150 min
Family,2010,en,Lee Unkrich,5. Blockbuster ($150M+),2. 90-120 min
Thriller,1990,en,Sidney Lumet,1. Micro (<$1M),3. 120-150 min
Horror,2011,en,Mike Flanagan,1. Micro (<$1M),2. 90-120 min
Science Fiction,2014,en,Marc Webb,5. Blockbuster ($150M+),3. 120-150 min
Drama,1976,tl,Lino Brocka,1. Micro (<$1M),2. 90-120 min
Animation,2010,en,Richard Williams,1. Micro (<$1M),1. Under 90 min
Comedy,2017,pt,Pedro Antônio,1. Micro (<$1M),2. 90-120 min
Animation,2002,de,Timo Rose,1. Micro (<$1M),1. Under 90 min
Fantasy,2022,en,Jennifer Kluska,4. High ($75-150M),2. 90-120 min
Animation,2022,ja,Chika Nagaoka,1. Micro (<$1M),1. Under 90 min
Mystery,2026,en,Corin Hardy,2. Low ($1-15M),2. 90-120 min
Horror,2026,en,Sam Raimi,3. Mid ($15-75M),2. 90-120 min
Family,2025,no,Lisa Marie Gamlem,1. Micro (<$1M),1. Under 90 min
Comedy,2025,it,Alessandro D'Ambrosi,1. Micro (<$1M),2. 90-120 min
Family,2007,en,Gábor Csupó,3. Mid ($15-75M),2. 90-120 min
Animation,1953,en,Wilfred Jackson,2. Low ($1-15M),1. Under 90 min
Action,1978,cn,Yuen Woo-Ping,1. Micro (<$1M),2. 90-120 min
Documentary,2005,en,Shaun Monson,1. Micro (<$1M),2. 90-120 min
Thriller,2011,en,Ben Wheatley,1. Micro (<$1M),2. 90-120 min
